PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Progress and Performance Index (PPI) - High Needs Students,Insufficient data_School,Level 1_School,Level 2_School,Level 3_School,Level 4_School,Level 5_School,Insufficient data_District,Level 1_District,Level 2_District,Level 3_District,Level 4_District,Level 5_District
0,73,77,64,87,80,64,0,0,0,0,0,0,0,0,445,78.9,50.3,10.8,77.1,38.7,4.9,3.4,73.5,16.9,0.0,0.0,1.3,50.3,49.7,288.0,16.8,456.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,17.0,63.0,62.0,0,0,0,1,0,0,0,0,0,1,0,0
0,69,60,77,73,90,79,0,0,0,0,0,0,0,0,448,35.0,17.0,11.2,41.5,20.5,7.6,5.8,27.5,55.4,0.0,0.0,3.8,46.9,53.1,316.0,18.6,569.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,58.0,57.0,56.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,169,159,177,0,0,0,0,0,505,35.0,13.7,19.2,46.5,27.7,10.9,5.7,28.3,53.5,0.0,0.0,1.6,52.3,47.7,387.0,14.9,546.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,48.0,72.0,64.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,205,191,190,0,0,0,0,0,586,43.5,5.3,23.7,47.4,28.2,8.4,3.1,42.0,43.0,0.0,0.2,3.4,52.4,47.6,378.0,17.6,603.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,56.0,68.0,65.0,0,0,1,0,0,0,0,0,0,1,0,0
100,65,87,72,73,61,65,0,0,0,0,0,0,0,0,523,38.4,18.0,18.4,48.8,27.7,10.3,8.4,24.5,52.8,0.6,0.0,3.4,52.0,48.0,255.0,17.1,570.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,61.0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0
0,70,85,70,78,61,75,0,0,0,0,0,0,0,0,439,51.9,32.1,13.0,58.1,35.5,11.8,5.0,38.7,40.8,0.0,0.0,3.6,54.4,45.6,270.0,17.2,462.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,32.0,60.0,68.0,0,0,1,0,0,0,0,0,0,1,0,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52.5,50.0,5.0,55.0,20.0,2.5,2.5,62.5,30.0,0.0,0.0,2.5,47.5,52.5,240.53263850795392,18.320570488206254,523.5156335710368,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,51.69046073977936,72.28346951602765,68.75151108126259,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,416,403,391,376,0,1586,45.0,15.6,16.8,48.4,26.0,11.6,5.0,38.3,42.2,0.2,0.3,2.3,54.1,45.9,721.0,17.1,1502.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,31.0,61.0,54.0,0,0,0,1,0,0,0,0,0,1,0,0
48,76,74,60,60,69,70,0,0,0,0,0,0,0,0,457,52.3,23.0,23.6,57.5,24.1,7.0,8.1,46.2,37.0,0.0,0.0,1.8,54.9,45.1,305.0,16.2,534.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,44.0,54.0,59.0,0,0,1,0,0,0,0,0,0,1,0,0
44,96,90,92,92,0,0,0,0,0,0,0,0,0,0,414,1.4,1.2,16.4,59.2,55.1,1.2,0.5,7.7,84.8,0.0,0.0,5.8,53.4,46.6,86.0,19.3,461.0,5440456.0,61266.0,89.0,16337418.49,1213.1,13467.5,18529593.49,1402.9,13208.06,51.69046073977936,84.0,83.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,92,102,70,78,65,65,3,475,2.3,0.8,16.6,48.2,40.6,2.5,1.1,8.8,83.8,0.4,0.2,3.2,52.4,47.6,217.0,18.8,512.0,5440456.0,61266.0,89.0,16337418.49,1213.1,13467.5,18529593.49,1402.9,13208.06,13.0,37.0,41.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,119,119,99,0,0,0,0,0,0,0,337,3.0,2.1,13.6,52.5,46.6,2.1,0.6,7.1,84.6,0.0,0.3,5.3,48.1,51.9,97.0,26.7,332.0,5440456.0,61266.0,89.0,16337418.49,1213.1,13467.5,18529593.49,1402.9,13208.06,25.0,56.0,52.0,0,0,0,1,0,0,0,0,0,1,0,0
0,173,215,220,0,0,0,0,0,0,0,0,0,0,0,608,0.5,0.5,19.6,64.3,57.1,6.1,1.0,6.6,73.2,0.8,0.0,12.3,50.7,49.3,301.0,24.4,663.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
93,0,0,0,216,198,0,0,0,0,0,0,0,0,0,507,1.4,0.8,31.0,67.5,57.4,7.1,1.2,5.7,75.0,1.2,0.0,9.9,51.7,48.3,238.0,16.3,505.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67,21.0,52.0,51.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,12,12,19,18,0,61,0.0,0.0,27.9,59.0,47.5,9.8,0.0,8.2,72.1,1.6,0.0,8.2,60.7,39.3,47.0,5.9,69.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,190,204,191,182,0,0,0,0,0,767,2.2,0.9,23.9,55.1,45.9,7.2,0.7,6.6,75.9,1.3,0.1,8.2,52.7,47.3,713.0,17.0,813.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67,16.0,44.0,43.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,171,106,120,112,9,518,1.2,0.4,23.0,53.7,42.9,9.7,1.5,9.8,67.6,0.8,0.2,10.4,51.0,49.0,434.0,12.0,570.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67,18.0,69.0,69.0,0,0,0,1,0,0,0,0,0,1,0,0
9,51,42,53,47,42,52,0,0,0,0,0,0,0,0,296,24.7,10.8,11.5,35.1,21.3,4.4,5.7,15.2,71.6,0.0,0.0,3.0,53.7,46.3,68.0,19.6,313.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03,50.0,58.0,65.0,0,0,1,0,0,0,0,0,1,0,0,0
73,120,90,92,84,92,82,0,0,0,0,0,0,0,0,633,31.3,13.3,19.6,45.3,25.1,3.0,7.7,12.2,70.5,0.3,0.0,6.3,50.9,49.1,141.0,17.1,698.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03,39.0,62.0,61.0,0,0,1,0,0,0,0,0,1,0,0,0
18,89,71,72,64,63,55,0,0,0,0,0,0,0,0,432,28.0,11.6,16.4,41.2,24.5,2.1,8.8,11.3,71.1,0.2,0.0,6.5,52.1,47.9,83.0,21.4,426.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03,60.0,72.0,58.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,154,172,164,168,4,662,36.3,7.6,21.1,43.4,23.6,3.2,6.5,13.0,73.6,0.8,0.2,2.9,50.2,49.8,428.0,13.7,713.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03,43.0,69.0,68.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,194,163,212,0,0,0,0,0,569,33.7,7.7,20.7,41.8,24.6,4.9,9.5,13.7,66.4,0.7,0.2,4.6,50.1,49.9,358.0,16.7,562.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03,48.0,70.0,58.0,0,0,1,0,0,0,0,0,1,0,0,0
0,90,84,82,87,101,95,0,0,0,0,0,0,0,0,539,4.5,2.6,15.8,21.0,4.5,5.9,11.9,4.3,71.6,0.0,0.6,5.8,48.4,51.6,128.0,22.1,522.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41,93.0,96.0,80.0,0,1,0,0,0,0,0,0,1,0,0,0
0,58,57,66,59,73,73,0,0,0,0,0,0,0,0,386,6.5,3.1,17.4,25.1,7.5,7.0,15.8,4.1,66.6,0.0,0.3,6.2,54.1,45.9,93.0,22.5,394.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41,88.0,81.0,71.0,0,0,1,0,0,0,0,0,1,0,0,0
0,36,41,42,37,53,48,0,0,0,0,0,0,0,0,257,10.5,8.2,12.1,23.0,4.7,3.9,15.6,3.9,71.6,0.0,0.4,4.7,53.3,46.7,64.0,21.9,264.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,214,204,219,191,0,828,8.6,1.4,20.5,24.2,3.6,4.8,15.0,5.4,70.4,0.0,0.1,4.2,53.1,46.9,420.0,14.9,841.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41,87.0,100.0,95.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,207,197,232,0,0,0,0,0,636,10.7,0.9,16.7,20.6,4.6,5.2,17.5,3.9,66.5,0.0,0.2,6.8,48.3,51.7,443.0,15.5,650.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41,97.0,100.0,84.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,101,136,113,88,5,443,11.5,5.9,15.8,50.6,40.9,4.3,2.9,14.7,73.1,0.0,0.0,5.0,54.2,45.8,239.0,15.7,465.0,9460992.0,71242.0,133.0,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95,13.0,39.0,48.0,0,0,0,1,0,0,0,0,0,1,0,0
53,149,163,168,156,156,0,0,0,0,0,0,0,0,0,845,9.0,8.0,20.2,66.7,56.7,3.9,1.3,26.2,62.4,0.2,0.1,5.9,52.9,47.1,145.0,24.1,839.0,9460992.0,71242.0,133.0,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95,1.0,34.0,36.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,133,146,153,134,0,0,0,0,0,566,7.4,3.5,19.8,57.1,48.1,5.7,1.9,22.3,63.1,0.2,0.5,6.4,45.9,54.1,264.0,24.4,594.0,9460992.0,71242.0,133.0,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95,7.0,43.0,38.0,0,0,0,1,0,0,0,0,0,1,0,0
0,38,22,43,46,38,35,0,0,0,0,0,0,0,0,222,2.3,0.9,21.2,23.9,2.7,2.7,10.4,1.8,82.4,0.0,0.0,2.7,53.6,46.4,44.0,20.4,224.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,78.0,80.0,68.75151108126259,0,1,0,0,0,0,0,0,1,0,0,0
0,40,40,44,46,40,41,0,0,0,0,0,0,0,0,251,2.0,1.2,12.0,14.3,2.4,4.8,6.0,2.8,76.5,0.0,0.0,10.0,47.8,52.2,52.0,20.9,272.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,92.0,100.0,96.0,0,1,0,0,0,0,0,0,1,0,0,0
0,39,53,44,55,58,59,0,0,0,0,0,0,0,0,308,9.4,6.2,11.0,21.1,4.5,3.9,20.8,6.2,63.0,0.0,0.0,6.2,47.4,52.6,76.0,18.3,313.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,90.0,100.0,78.0,0,1,0,0,0,0,0,0,1,0,0,0
106,55,44,57,61,57,61,0,0,0,0,0,0,0,0,441,15.0,7.7,13.4,27.9,10.2,4.1,22.7,8.2,58.5,0.0,0.0,6.6,49.9,50.1,79.0,19.0,472.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,90.0,100.0,88.0,0,1,0,0,0,0,0,0,1,0,0,0
0,54,61,58,71,68,67,0,0,0,0,0,0,0,0,379,0.5,0.3,10.0,12.4,1.8,3.7,6.3,3.2,80.7,0.0,0.0,6.1,45.1,54.9,72.0,21.9,394.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,92.0,100.0,68.75151108126259,0,1,0,0,0,0,0,0,1,0,0,0
0,53,58,63,67,67,60,0,0,0,0,0,0,0,0,368,3.3,1.4,11.4,18.5,8.2,5.7,14.7,7.1,66.0,0.0,0.0,6.5,47.6,52.4,72.0,20.7,372.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,90.0,100.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0
0,66,65,66,67,65,63,0,0,0,0,0,0,0,0,392,6.6,3.6,13.3,20.9,4.6,3.8,13.3,5.1,66.6,0.0,0.0,11.2,53.6,46.4,85.0,21.0,400.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,94.0,92.0,69.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,392,350,403,0,0,0,0,0,1145,5.6,1.4,14.9,20.2,5.6,3.3,10.9,4.5,75.1,0.0,0.0,6.1,51.5,48.5,760.0,17.5,1159.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,92.0,100.0,69.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,375,383,399,355,0,1512,7.2,0.7,15.5,21.2,6.5,6.1,11.6,4.7,73.5,0.0,0.1,4.0,48.2,51.8,806.0,16.2,1513.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,89.0,97.0,86.0,0,1,0,0,0,0,0,0,1,0,0,0
12,18,18,15,9,31,10,0,0,0,0,0,0,0,0,113,2.7,1.8,22.1,40.7,31.0,1.8,0.0,8.0,85.0,0.0,0.0,5.3,47.8,52.2,81.0,13.4,118.0,1199765.0,80134.0,15.0,3222325.93,109.9,29320.53,3404022.93,128.1,26573.17,69.0,83.0,68.75151108126259,0,1,0,0,0,0,0,1,0,0,0,0
26,58,62,55,68,67,66,0,0,0,0,0,0,0,0,402,6.2,4.2,16.7,32.1,19.2,1.5,1.2,11.4,81.6,0.0,0.0,4.2,51.0,49.0,209.0,19.1,428.0,5592907.0,70796.0,79.0,12796571.0,916.6,13960.91,15386867.0,1047.5,14689.13,74.0,67.0,59.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,82,95,84,65,60,66,61,0,513,2.5,1.6,12.7,26.5,17.0,1.6,0.8,9.2,85.0,0.2,0.0,3.3,47.6,52.4,328.0,14.4,496.0,5592907.0,70796.0,79.0,12796571.0,916.6,13960.91,15386867.0,1047.5,14689.13,58.0,57.0,53.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,92,85,93,0,0,0,0,0,0,0,270,0.0,0.0,8.9,24.8,17.8,3.0,0.4,5.2,88.5,0.4,0.0,2.6,51.1,48.9,161.0,20.7,278.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81,55.0,63.0,46.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,82,81,94,0,0,0,0,0,0,0,0,0,0,257,1.9,1.9,9.7,24.5,16.7,3.9,1.6,1.9,88.3,0.0,0.4,3.9,47.1,52.9,161.0,22.1,267.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81,51.69046073977936,75.0,68.75151108126259,0,1,0,0,0,0,0,0,1,0,0,0
59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,141,3.5,2.1,11.3,28.4,17.7,1.4,2.1,7.1,85.1,0.0,0.0,4.3,53.2,46.8,57.0,20.2,144.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,113,105,102,106,94,99,0,619,0.8,0.3,7.9,20.8,14.1,3.1,1.3,2.4,90.8,0.2,0.2,2.1,44.9,55.1,442.0,17.3,634.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81,75.0,60.0,67.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,14,21.4,0.0,28.6,71.4,57.1,7.1,0.0,14.3,78.6,0.0,0.0,0.0,78.6,21.4,13.0,6.3,21.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,34.2,2.5,44.2,78.3,57.5,3.3,11.7,18.3,65.0,0.0,0.0,1.7,50.0,50.0,9.0,16.4,148.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,226,16.8,2.7,15.5,53.5,44.2,2.7,2.2,17.7,74.8,0.0,0.0,2.7,53.5,46.5,48.0,19.8,237.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,2,82,81,107,91,99,0,0,0,0,0,0,0,0,462,13.6,1.1,19.7,41.8,31.2,3.5,4.8,13.2,74.5,0.0,0.2,3.9,55.0,45.0,126.0,17.6,449.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,89.0,85.0,91.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,44,50,41,63,38,0,0,0,0,0,0,0,0,236,35.2,0.4,14.8,73.3,65.7,5.1,8.9,30.5,50.8,0.0,0.0,4.7,51.7,48.3,55.0,20.6,227.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,24.0,85.0,86.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,33,30,36,30,34,0,0,0,0,0,0,0,0,163,8.6,0.0,13.5,51.5,42.3,4.3,1.8,16.6,73.0,0.0,0.0,4.3,46.6,53.4,65.0,12.9,161.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,48.0,74.0,74.0,0,0,1,0,0,0,0,0,0,1,0,0
0,61,112,108,91,77,66,0,0,0,0,0,0,0,0,515,62.1,48.7,13.8,85.6,67.4,4.9,15.3,16.7,60.8,0.0,0.0,2.3,49.7,50.3,113.0,16.8,517.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,36.0,61.0,76.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,39,47,42,44,55,0,0,0,0,0,0,0,0,227,7.0,0.9,9.7,29.1,21.1,1.3,2.6,8.4,82.4,0.0,0.0,5.3,48.5,51.5,52.0,21.9,223.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,75.0,87.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,321,301,300,282,15,1219,28.8,6.7,18.9,48.8,38.5,3.6,6.8,14.4,73.2,0.1,0.1,1.9,52.3,47.7,703.0,15.3,1235.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,15.0,75.0,80.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,316,286,310,0,0,0,0,0,912,29.2,6.7,20.1,52.6,42.3,3.2,6.8,19.0,69.4,0.2,0.0,1.4,52.4,47.6,595.0,17.3,904.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,35.0,71.0,60.0,0,0,1,0,0,0,0,0,0,1,0,0
0,85,79,91,86,0,0,0,0,0,0,0,0,0,0,341,17.6,12.0,16.1,29.6,5.9,1.2,35.2,2.3,57.8,0.6,0.0,2.9,50.7,49.3,124.0,17.8,317.0,21578374.0,78661.0,274.0,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,51.69046073977936,100.0,68.75151108126259,0,1,0,0,0,0,0,1,0,0,0,0
102,95,94,95,100,0,0,0,0,0,0,0,0,0,0,486,32.5,26.1,18.3,47.7,13.2,2.1,40.9,11.7,41.8,0.4,0.0,3.1,51.2,48.8,141.0,20.0,510.0,21578374.0,78661.0,274.0,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,51.69046073977936,91.0,83.0,0,1,0,0,0,0,0,1,0,0,0,0
0,111,97,98,94,0,0,0,0,0,0,0,0,0,0,400,32.8,19.5,15.0,40.5,6.3,3.0,41.8,4.0,49.5,0.0,0.0,1.8,50.5,49.5,138.0,19.4,389.0,21578374.0,78661.0,274.0,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,51.69046073977936,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,308,302,279,0,0,0,0,0,0,0,889,22.4,8.1,15.9,32.1,7.0,0.7,33.5,5.6,56.7,0.0,0.1,3.4,50.5,49.5,393.0,22.1,880.0,21578374.0,78661.0,274.0,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,88.0,94.0,74.0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,315,321,0,0,0,0,0,636,19.7,3.0,17.5,26.3,8.3,1.3,26.7,6.9,60.4,0.2,0.2,4.4,53.3,46.7,503.0,15.7,594.0,21578374.0,78661.0,274.0,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,96.0,100.0,69.0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,266,267,271,245,4,1053,18.3,2.1,10.7,20.0,7.6,2.0,21.2,4.5,70.1,0.0,0.0,2.3,49.3,50.7,614.0,14.4,1048.0,21578374.0,78661.0,274.0,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,91.0,99.0,79.0,0,1,0,0,0,0,0,1,0,0,0,0
0,40,38,25,38,43,34,0,0,0,0,0,0,0,0,218,3.2,1.4,11.0,52.8,47.2,3.7,6.0,19.3,68.3,0.0,0.0,2.8,48.2,51.8,120.0,18.4,221.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,22.0,63.0,48.0,0,0,1,0,0,0,0,0,0,1,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1.1,0.0,42.9,62.9,45.1,0.0,6.9,22.3,68.6,0.0,0.0,2.3,56.6,43.4,20.0,11.2,223.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,43,45,38,45,34,46,0,0,0,0,0,0,0,0,251,7.2,0.8,13.1,68.5,64.1,2.8,2.0,25.9,67.3,0.4,0.4,1.2,49.0,51.0,120.0,20.4,243.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,21.0,83.0,80.0,0,1,0,0,0,0,0,0,0,1,0,0
0,53,64,72,68,65,74,0,0,0,0,0,0,0,0,396,48.7,37.6,11.4,75.5,62.1,1.5,8.6,14.6,74.2,0.0,0.0,1.0,53.5,46.5,234.0,17.8,418.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,23.0,47.0,59.0,0,0,1,0,0,0,0,0,0,1,0,0
0,56,62,53,64,72,87,0,0,0,0,0,0,0,0,394,2.8,0.3,18.0,30.5,19.0,3.0,2.3,8.1,83.5,0.0,0.3,2.8,52.5,47.5,200.0,19.9,398.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,44.0,67.0,63.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,203,227,210,0,0,0,0,0,640,3.4,0.3,18.4,38.3,25.9,1.1,1.6,11.1,83.6,0.0,0.3,2.3,50.3,49.7,370.0,19.6,686.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,37.0,58.0,49.0,0,0,1,0,0,0,0,0,0,1,0,0
0,69,71,74,71,74,74,0,0,0,0,0,0,0,0,433,2.5,1.2,13.4,49.9,43.4,4.2,0.9,21.2,70.4,0.2,0.0,3.0,51.3,48.7,237.0,18.7,445.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,39.0,75.0,64.0,0,0,1,0,0,0,0,0,0,1,0,0
0,26,22,33,44,33,26,0,0,0,0,0,0,0,0,184,2.7,0.0,14.7,35.9,23.4,1.6,0.5,7.6,89.1,0.0,0.0,1.1,52.7,47.3,110.0,18.2,200.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,30.0,53.0,58.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,193,200,197,0,0,0,0,0,590,11.4,5.9,21.5,51.0,37.6,2.5,3.1,15.4,78.3,0.0,0.0,0.7,51.7,48.3,326.0,17.4,626.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,17.0,54.0,58.0,0,0,0,1,0,0,0,0,0,1,0,0
0,82,68,69,75,72,87,0,0,0,0,0,0,0,0,453,5.5,2.2,16.1,45.7,37.7,0.9,0.9,11.7,82.8,0.2,0.0,3.5,48.8,51.2,240.0,18.6,445.0,29473572.0,67184.0,439.0,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,50.0,59.0,78.0,0,0,1,0,0,0,0,0,0,1,0,0
